,créé,niveau,logger,msg,head
0,1665689016.6150799,20,Canari,Exécution de load() pour Canari,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.646361,10,Canari,"ModuleSpec(name='Canari', loader=<_frozen_importlib_external.SourceFileLoader object at 0x120a33f40>, origin='/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py')",1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.672873,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.701308,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.731659,20,Canari,Programmation de Canari,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.770923,10,Canari,Aux 1 minutes,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689016.798652,10,Canari,"Avec jobid Job(interval=1, unit=minutes, do=functools.partial(<__main__.WebScript object at 0x120a30df0>), args=(), kwargs={})",1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689040.202046,20,Canari,Exécution de Canari,1674c3f51bea259fa36c530148da1fc59dafa65d
,créé,niveau,logger,msg,head
0,1665689228.515208,20,Canari,Exécution de load() pour Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.546135,10,Canari,"ModuleSpec(name='Canari', loader=<_frozen_importlib_external.SourceFileLoader object at 0x115433e20>, origin='/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py')",8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.578191,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.6073291,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.637095,20,Canari,Programmation de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.671725,10,Canari,Aux 1 minutes,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689228.7013938,10,Canari,"Avec jobid Job(interval=1, unit=minutes, do=functools.partial(<__main__.WebScript object at 0x115430c40>), args=(), kwargs={})",8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689280.0554738,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.672839,20,Canari,Exécution de load() pour Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.7039711,10,Canari,"ModuleSpec(name='Canari', loader=<_frozen_importlib_external.SourceFileLoader object at 0x11bdafdc0>, origin='/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py')",8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.7311978,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.7617059,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.7919092,20,Canari,Programmation de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.821573,10,Canari,Aux 1 minutes,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689339.86812,10,Canari,"Avec jobid Job(interval=1, unit=minutes, do=functools.partial(<__main__.WebScript object at 0x11bdacc40>), args=(), kwargs={})",8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689341.955787,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
,créé,niveau,logger,msg,head
0,1665689400.187051,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.104609,20,Canari,Exécution de load() pour Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.142716,10,Canari,"ModuleSpec(name='Canari', loader=<_frozen_importlib_external.SourceFileLoader object at 0x11d93bdc0>, origin='/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py')",8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.1847098,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.223258,10,Canari,<module 'Canari' from '/Users/emilejetzer/Documents/serveur_scripts/scripts/canari.py'>,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.260469,20,Canari,Programmation de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.303322,10,Canari,Aux 1 minutes,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689418.345435,10,Canari,"Avec jobid Job(interval=1, unit=minutes, do=functools.partial(<__main__.WebScript object at 0x11d938c40>), args=(), kwargs={})",8a25423c7f30fd0890a604cc80e58825f48437d7
1665689460.1732512,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689520.398785,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689580.677121,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689640.910733,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689700.11619,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689760.328545,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689820.524865,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689880.735395,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665689940.9376159,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690000.148015,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690060.366192,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690120.578318,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690180.7837682,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690240.979619,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690300.379874,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690360.771917,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690420.170683,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690480.5492532,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690540.9073899,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690600.2877948,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690660.714078,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690720.092712,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690780.5261812,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690840.924221,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690900.338955,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665690960.724551,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691020.148536,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691080.5810912,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691140.0178308,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691200.4588218,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691260.251201,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691320.6999948,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691380.136854,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691440.599551,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
1665691500.062722,20,Canari,Exécution de Canari,8a25423c7f30fd0890a604cc80e58825f48437d7
